EPISODE_TYPE,Clinical_category,DEF_NAME,DEF_SUB,DEF_DESC,EPISODE_NAME,PAC_RF,PAC_DESC,flag
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P53,"Lower extremity and humerus procedure except hip, foot, femur",Leg/arm surgery,PC341,Complications of surgical procedures - musculoskeletal system,0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P53,"Lower extremity and humerus procedure except hip, foot, femur",Leg/arm surgery,PC96,Pathological fracture,0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P53,"Lower extremity and humerus procedure except hip, foot, femur",Leg/arm surgery,PC18,Septic arthritis,1
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P61,Revision of the hip or knee replacement,Repeat hip or knee replacement surgery,PC042,"Drug overdose, underdose, and adverse effects - resp system drugs",0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P61,Revision of the hip or knee replacement,Repeat hip or knee replacement surgery,PC048,"Drug overdose, underdose, and adverse effects - drugs acting on muscles",0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P61,Revision of the hip or knee replacement,Repeat hip or knee replacement surgery,PC181,"Acute Osteomyelitis, Periostitis",0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P61,Revision of the hip or knee replacement,Repeat hip or knee replacement surgery,PC313,Complication of Implanted device/graft - orthopedic,0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P61,Revision of the hip or knee replacement,Repeat hip or knee replacement surgery,PC341,Complications of surgical procedures - musculoskeletal system,0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P61,Revision of the hip or knee replacement,Repeat hip or knee replacement surgery,PC96,Pathological fracture,0
IP Procedure,Musculoskeletal system diseases,PPI_IP_PROC,PPI_IP_PROC_P61,Revision of the hip or knee replacement,Repeat hip or knee replacement surgery,PC18,Septic arthritis,1
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P09,Craniotomy,Craniotomy,PC026,"Drug overdose, underdose, and adverse effects -antiepileptic",0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P09,Craniotomy,Craniotomy,PC027,"Drug overdose, underdose, and adverse effects -antiparkinsons drugs",0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P09,Craniotomy,Craniotomy,PC032,"Drug overdose, underdose, and adverse effects - autonomic nervous system drugs",0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P09,Craniotomy,Craniotomy,PC07,Meningitis (except that caused by TB or STD),0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P09,Craniotomy,Craniotomy,PC315,Complication of Implanted device/graft - nerve system,0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P09,Craniotomy,Craniotomy,PC333,Complications of surgical procedures - nerve,0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P09,Craniotomy,Craniotomy,PC03,Stroke/TIA,1
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P10,Carotid Revascularization,Surgery to improve blood flow in carotid arteries,PC026,"Drug overdose, underdose, and adverse effects -antiepileptic",0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P10,Carotid Revascularization,Surgery to improve blood flow in carotid arteries,PC027,"Drug overdose, underdose, and adverse effects -antiparkinsons drugs",0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P10,Carotid Revascularization,Surgery to improve blood flow in carotid arteries,PC032,"Drug overdose, underdose, and adverse effects - autonomic nervous system drugs",0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P10,Carotid Revascularization,Surgery to improve blood flow in carotid arteries,PC07,Meningitis (except that caused by TB or STD),0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P10,Carotid Revascularization,Surgery to improve blood flow in carotid arteries,PC315,Complication of Implanted device/graft - nerve system,0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P10,Carotid Revascularization,Surgery to improve blood flow in carotid arteries,PC333,Complications of surgical procedures - nerve,0
IP Procedure,Nervous system diseases,PPI_IP_PROC,PPI_IP_PROC_P10,Carotid Revascularization,Surgery to improve blood flow in carotid arteries,PC03,Stroke/TIA,1
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC033,"Drug overdose, underdose, and adverse effects - antiallergic and antiemetic drugs",0
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC30,"Acute Exacerbation of COPD, Asthma",0
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC337,Complications of surgical procedures -respiratory system,0
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC12,Pneumonia (except that caused by TB or STD),1
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC13,Acute Respiratory Failure,1
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC14,Tracheostomy complications,1
IP Procedure,Respiratory system diseases,PPI_IP_PROC,PPI_IP_PROC_P26,Lung resection,Surgical removal of lung,PC21,"Acute CHF, pulm edema",1
IP Procedure,Skin/subcutaneous diseases,PPI_IP_PROC,PPI_IP_PROC_P44,Skin debridement or graft,Removal of damaged skin or skin graft,PC043,"Drug overdose, underdose, and adverse effects - topical skin drugs",0
IP Procedure,Skin/subcutaneous diseases,PPI_IP_PROC,PPI_IP_PROC_P44,Skin debridement or graft,Removal of damaged skin or skin graft,PC044,"Drug overdose, underdose, and adverse effects -ophthalmological drugs",0
IP Procedure,Skin/subcutaneous diseases,PPI_IP_PROC,PPI_IP_PROC_P44,Skin debridement or graft,Removal of damaged skin or skin graft,PC045,"Drug overdose, underdose, and adverse effects - otorhinolaryngological drugs",0
IP Procedure,Skin/subcutaneous diseases,PPI_IP_PROC,PPI_IP_PROC_P44,Skin debridement or graft,Removal of damaged skin or skin graft,PC046,"Drug overdose, underdose, and adverse effects - topical dental drugs",0
IP Procedure,Skin/subcutaneous diseases,PPI_IP_PROC,PPI_IP_PROC_P44,Skin debridement or graft,Removal of damaged skin or skin graft,PC317,Complication of Implanted device/graft - skin,0
IP Procedure,Skin/subcutaneous diseases,PPI_IP_PROC,PPI_IP_PROC_P44,Skin debridement or graft,Removal of damaged skin or skin graft,PC339,Complications of surgical procedures - skin and subcutaneous tissue,0
IP Procedure,Skin/subcutaneous diseases,PPI_IP_PROC,PPI_IP_PROC_P44,Skin debridement or graft,Removal of damaged skin or skin graft,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC08,Cardiac dysrhythmias,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC16,Aortic and peripheral arterial embolism or thrombosis,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC311,Complication of Implanted device/graft - cardiac and vascular,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC336,Complications of surgical procedures - circulatory system,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC44,Functional Disturbances following Cardiac Surgery,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC95,Aortic dissection/repture,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC03,Stroke/TIA,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC128,Acute Encephalopathy,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC21,"Acute CHF, pulm edema",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC38,Syncope and Collapse,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC59,Hypertensive crisis,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P20,Implantation of permanent pacemaker/defibrillator/AICD,Implantation of cardiac pacemaker or defibrillator,PC90,Post MI syndrome and related,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC08,Cardiac dysrhythmias,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC16,Aortic and peripheral arterial embolism or thrombosis,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC311,Complication of Implanted device/graft - cardiac and vascular,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC336,Complications of surgical procedures - circulatory system,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC44,Functional Disturbances following Cardiac Surgery,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC95,Aortic dissection/repture,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC03,Stroke/TIA,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC128,Acute Encephalopathy,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC21,"Acute CHF, pulm edema",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC38,Syncope and Collapse,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC59,Hypertensive crisis,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P24,Pacemaker replacement or revision,Replacement or revision of a pacemaker,PC90,Post MI syndrome and related,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC08,Cardiac dysrhythmias,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC16,Aortic and peripheral arterial embolism or thrombosis,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC311,Complication of Implanted device/graft - cardiac and vascular,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC336,Complications of surgical procedures - circulatory system,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC44,Functional Disturbances following Cardiac Surgery,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC95,Aortic dissection/repture,0
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC03,Stroke/TIA,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC128,Acute Encephalopathy,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC21,"Acute CHF, pulm edema",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC38,Syncope and Collapse,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC59,Hypertensive crisis,1
IP or OP/ASC Procedure,Circulatory system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P25,Percutaneous cardiac intervention,Percutaneous cardiac intervention,PC90,Post MI syndrome and related,1
IP or OP/ASC Procedure,Endocrine/metabolic diseases,PPI_IOP_PROC,PPI_IOP_PROC_P06,Thyroidectomy and parathyroidectomy,Thyroid and parathyroid surgery,PC332,Complications of surgical procedures - endocrine,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P33,Appendectomy,Appendectomy,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P33,Appendectomy,Appendectomy,PC19,Gastrointestinal hemorrhage,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P33,Appendectomy,Appendectomy,PC24,"Intestinal obstr, ileus",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P33,Appendectomy,Appendectomy,PC312,Complication of Implanted device/graft - GI,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P33,Appendectomy,Appendectomy,PC338,Complications of surgical procedures -GI system,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P33,Appendectomy,Appendectomy,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P33,Appendectomy,Appendectomy,PC98,"Perforation, fistula GB, bile duct, pancreas",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P37,Repair inguinal hernia,Groin hernia surgery,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P37,Repair inguinal hernia,Groin hernia surgery,PC19,Gastrointestinal hemorrhage,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P37,Repair inguinal hernia,Groin hernia surgery,PC24,"Intestinal obstr, ileus",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P37,Repair inguinal hernia,Groin hernia surgery,PC312,Complication of Implanted device/graft - GI,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P37,Repair inguinal hernia,Groin hernia surgery,PC338,Complications of surgical procedures -GI system,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P37,Repair inguinal hernia,Groin hernia surgery,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P37,Repair inguinal hernia,Groin hernia surgery,PC98,"Perforation, fistula GB, bile duct, pancreas",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P38,Repair ventral hernia,Abdominal hernia repair surgery,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P38,Repair ventral hernia,Abdominal hernia repair surgery,PC19,Gastrointestinal hemorrhage,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P38,Repair ventral hernia,Abdominal hernia repair surgery,PC24,"Intestinal obstr, ileus",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P38,Repair ventral hernia,Abdominal hernia repair surgery,PC312,Complication of Implanted device/graft - GI,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P38,Repair ventral hernia,Abdominal hernia repair surgery,PC338,Complications of surgical procedures -GI system,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P38,Repair ventral hernia,Abdominal hernia repair surgery,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P38,Repair ventral hernia,Abdominal hernia repair surgery,PC98,"Perforation, fistula GB, bile duct, pancreas",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P39,Foregut Procedures,"Surgery on the esophagus, stomach, or upper small intestine",PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P39,Foregut Procedures,"Surgery on the esophagus, stomach, or upper small intestine",PC19,Gastrointestinal hemorrhage,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P39,Foregut Procedures,"Surgery on the esophagus, stomach, or upper small intestine",PC24,"Intestinal obstr, ileus",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P39,Foregut Procedures,"Surgery on the esophagus, stomach, or upper small intestine",PC312,Complication of Implanted device/graft - GI,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P39,Foregut Procedures,"Surgery on the esophagus, stomach, or upper small intestine",PC338,Complications of surgical procedures -GI system,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P39,Foregut Procedures,"Surgery on the esophagus, stomach, or upper small intestine",PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P39,Foregut Procedures,"Surgery on the esophagus, stomach, or upper small intestine",PC98,"Perforation, fistula GB, bile duct, pancreas",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P40,Cholecystectomy,Gallbladder removal,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P40,Cholecystectomy,Gallbladder removal,PC19,Gastrointestinal hemorrhage,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P40,Cholecystectomy,Gallbladder removal,PC24,"Intestinal obstr, ileus",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P40,Cholecystectomy,Gallbladder removal,PC312,Complication of Implanted device/graft - GI,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P40,Cholecystectomy,Gallbladder removal,PC338,Complications of surgical procedures -GI system,0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P40,Cholecystectomy,Gallbladder removal,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
IP or OP/ASC Procedure,GI system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P40,Cholecystectomy,Gallbladder removal,PC98,"Perforation, fistula GB, bile duct, pancreas",0
IP or OP/ASC Procedure,GU system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P70,Open prostatectomy,Surgery to remove prostate gland,PC24,"Intestinal obstr, ileus",0
IP or OP/ASC Procedure,GU system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P70,Open prostatectomy,Surgery to remove prostate gland,PC314,Complication of Implanted device/graft - genitourinary,0
IP or OP/ASC Procedure,GU system diseases,PPI_IOP_PROC,PPI_IOP_PROC_P70,Open prostatectomy,Surgery to remove prostate gland,PC342,Complications of surgical procedures - GU system,0
