Clinical_category,Episode_type,Episode_name,def_sub,spec_cd,Spec_desc,Spec_type
Mental health,IP Medical,Dementia,PPI_IP_MED_M095,38,Geriatric medicine,PCP
Mental health,IP Medical,Dementia,PPI_IP_MED_M095,13,Neurology,SCP
Mental health,IP Medical,Dementia,PPI_IP_MED_M095,26,Psychiatry,SCP
Mental health,IP Medical,Dementia,PPI_IP_MED_M095,27,Geriatric psychiatry,SCP
Mental health,IP Medical,Dementia,PPI_IP_MED_M095,86,Neuropsychiatry,SCP
Mental health,IP Medical,Dementia,PPI_IP_MED_M095,C6,Hospitalist,SCP
Mental health,IP Medical,Neuroses and acute adjustment reaction & psychosoc,PPI_IP_MED_M093,01,General practice,PCP
Mental health,IP Medical,Neuroses and acute adjustment reaction & psychosoc,PPI_IP_MED_M093,08,Family practice,PCP
Mental health,IP Medical,Neuroses and acute adjustment reaction & psychosoc,PPI_IP_MED_M093,11,Internal medicine,PCP
Mental health,IP Medical,Neuroses and acute adjustment reaction & psychosoc,PPI_IP_MED_M093,38,Geriatric medicine,PCP
Mental health,IP Medical,Neuroses and acute adjustment reaction & psychosoc,PPI_IP_MED_M093,26,Psychiatry,SCP
Mental health,IP Medical,Neuroses and acute adjustment reaction & psychosoc,PPI_IP_MED_M093,86,Neuropsychiatry,SCP
Mental health,IP Medical,Neuroses and acute adjustment reaction & psychosoc,PPI_IP_MED_M093,C6,Hospitalist,SCP
Mental health,IP Medical,Psychoses,PPI_IP_MED_M096,01,General practice,PCP
Mental health,IP Medical,Psychoses,PPI_IP_MED_M096,08,Family practice,PCP
Mental health,IP Medical,Psychoses,PPI_IP_MED_M096,11,Internal medicine,PCP
Mental health,IP Medical,Psychoses,PPI_IP_MED_M096,38,Geriatric medicine,PCP
Mental health,IP Medical,Psychoses,PPI_IP_MED_M096,26,Psychiatry,SCP
Mental health,IP Medical,Psychoses,PPI_IP_MED_M096,86,Neuropsychiatry,SCP
Mental health,IP Medical,Psychoses,PPI_IP_MED_M096,C6,Hospitalist,SCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,50,Nurse practitioner,MPCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,89,Certified clinical nurse specialist,MPCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,97,Physician assistant,MPCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,01,General practice,PCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,08,Family practice,PCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,11,Internal medicine,PCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,37,Pediatric medicine,PCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,38,Geriatric medicine,PCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,26,Psychiatry,SCP
Mental health,OP Acute Medical,Adjustment disease,PPI_AC_MED_X512,86,Neuropsychiatry,SCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,37,Pediatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Arteritis,PPI_CH_MED_Y240,66,Rheumatology,SCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,39,Nephrology,SCP
Musculoskeletal system diseases,Chronic Medical,Gout,PPI_CH_MED_Y219,66,Rheumatology,SCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Lupus (SLE),PPI_CH_MED_Y241,66,Rheumatology,SCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,12,Osteopathic manipulative medicine,SCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,23,Sports medicine,SCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,Chronic Medical,Osteoarthritis,PPI_CH_MED_Y222,66,Rheumatology,SCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,46,Endocrinology,SCP
Musculoskeletal system diseases,Chronic Medical,Osteoporosis,PPI_CH_MED_Y223,66,Rheumatology,SCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,37,Pediatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,12,Osteopathic manipulative medicine,SCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,23,Sports medicine,SCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,Chronic Medical,Pain in joint,PPI_CH_MED_Y231,66,Rheumatology,SCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Rheumatoid Arthritis,PPI_CH_MED_Y216,66,Rheumatology,SCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,37,Pediatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,12,Osteopathic manipulative medicine,SCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,23,Sports medicine,SCP
Musculoskeletal system diseases,Chronic Medical,Spine deformity,PPI_CH_MED_Y245,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,97,Physician assistant,MPCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,01,General practice,PCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,08,Family practice,PCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,11,Internal medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,38,Geriatric medicine,PCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,05,Anesthesiology,SCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,09,Interventional pain management,SCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,23,Sports medicine,SCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,Chronic Medical,Spine post laminectomy syndrome,PPI_CH_MED_Y257,72,Pain management,SCP
Musculoskeletal system diseases,IP Medical,Medical back problems,PPI_IP_MED_M058,01,General practice,PCP
Musculoskeletal system diseases,IP Medical,Medical back problems,PPI_IP_MED_M058,08,Family practice,PCP
Musculoskeletal system diseases,IP Medical,Medical back problems,PPI_IP_MED_M058,11,Internal medicine,PCP
Musculoskeletal system diseases,IP Medical,Medical back problems,PPI_IP_MED_M058,37,Pediatric medicine,PCP
Musculoskeletal system diseases,IP Medical,Medical back problems,PPI_IP_MED_M058,38,Geriatric medicine,PCP
Musculoskeletal system diseases,IP Medical,Medical back problems,PPI_IP_MED_M058,02,General surgery,PROC
Musculoskeletal system diseases,IP Medical,Medical back problems,PPI_IP_MED_M058,C6,Hospitalist,SCP
Musculoskeletal system diseases,IP Medical,Multiple significant trauma,PPI_IP_MED_M106,02,General surgery,PROC
Musculoskeletal system diseases,IP Medical,Multiple significant trauma,PPI_IP_MED_M106,C6,Hospitalist,SCP
Musculoskeletal system diseases,IP Medical,Osteomyelitis,PPI_IP_MED_M056,01,General practice,PCP
Musculoskeletal system diseases,IP Medical,Osteomyelitis,PPI_IP_MED_M056,08,Family practice,PCP
Musculoskeletal system diseases,IP Medical,Osteomyelitis,PPI_IP_MED_M056,11,Internal medicine,PCP
Musculoskeletal system diseases,IP Medical,Osteomyelitis,PPI_IP_MED_M056,37,Pediatric medicine,PCP
Musculoskeletal system diseases,IP Medical,Osteomyelitis,PPI_IP_MED_M056,38,Geriatric medicine,PCP
Musculoskeletal system diseases,IP Medical,Osteomyelitis,PPI_IP_MED_M056,44,Infectious disease,SCP
Musculoskeletal system diseases,IP Medical,Osteomyelitis,PPI_IP_MED_M056,C6,Hospitalist,SCP
Musculoskeletal system diseases,IP Procedure,Amputation,PPI_IP_PROC_P47,02,General surgery,PROC
Musculoskeletal system diseases,IP Procedure,Amputation,PPI_IP_PROC_P47,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP Procedure,Amputation,PPI_IP_PROC_P47,48,Podiatry,PROC
Musculoskeletal system diseases,IP Procedure,Amputation,PPI_IP_PROC_P47,77,Vascular surgery,PROC
Musculoskeletal system diseases,IP Procedure,Fracture/dislocation treatment pelvis/hip/femur,PPI_IP_PROC_P52,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP Procedure,"Lower extremity and humerus procedure except hip,",PPI_IP_PROC_P53,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP Procedure,Revision of the hip or knee replacement,PPI_IP_PROC_P61,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Ankle replacement,PPI_IOP_MJRLE_ANKLE,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Ankle replacement,PPI_IOP_MJRLE_ANKLE,48,Podiatry,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Back & neck except spinal fusion,PPI_IOP_PROC_P48,14,Neurosurgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Back & neck except spinal fusion,PPI_IOP_PROC_P48,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Hip replacement,PPI_IOP_MJRLE_HIP,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Knee replacement,PPI_IOP_MJRLE_KNEE,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Shoulder total arthroplasty,PPI_IOP_PROC_P55,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Spinal fusion,PPI_IOP_PROC_P63,14,Neurosurgery,PROC
Musculoskeletal system diseases,IP or OP/ASC Procedure,Spinal fusion,PPI_IOP_PROC_P63,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Ankle/foot fracture/dislocation,PPI_AC_MED_X265,48,Podiatry,PROC
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Bursitis,PPI_AC_MED_X289,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Chest wall injury,PPI_AC_MED_X317,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Finger/wrist/hand synovitis and tenosynovitis,PPI_AC_MED_X284,40,Hand surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Foot plantar fascitis,PPI_AC_MED_X291,48,Podiatry,PROC
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Foot/ankle enthesopathy,PPI_AC_MED_X294,48,Podiatry,PROC
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,48,Podiatry,PROC
Musculoskeletal system diseases,OP Acute Medical,Infective arthritis and osteomyelitis,PPI_AC_MED_X245,44,Infectious disease,SCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Joint effusion,PPI_AC_MED_X546,66,Rheumatology,SCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,01,General practice,PCP
