MS-DRG ,MDC,TYPE,MS-DRG Title,Weights,Geometric mean LOS,Arithmetic mean LOS,FY
515,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,3.1406,6.4,8.2,2022
515,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,3.1178,6.6,8.5,2023
516,08,P,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,2.0670,4.3,5.3,2016
516, 08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,2.0709,4.3,5.3,2017
516,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,1.882,3.9,4.8,2018
516,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,1.8854,3.8,4.7,2019
516,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,1.9391,3.7,4.6,2020
516,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,1.9611,3.7,4.6,2021
516,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,1.9628,3.7,4.6,2022
516,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,2.0338,3.8,4.8,2023
517,08,P,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.7716,2.6,3.2,2016
517, 08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.7951,2.6,3.2,2017
517,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.4361,2.2,2.7,2018
517,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.3809,2.2,2.7,2019
517,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.4153,2.2,2.7,2020
517,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,1.3967,2.1,2.6,2021
517,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,1.3982,2.1,2.6,2022
517,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,1.5099,2.2,2.8,2023
518,08,P,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,2.9249,3.8,5.8,2016
518, 08,SURG,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,2.8932,3.6,5.5,2017
518,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,2.893,3.2,5.1,2018
518,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,3.1002,3.4,5.4,2019
518,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,3.4086,4.0,6.1,2020
518,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,3.5843,4.2,6.4,2021
518,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,3.5869,4.2,6.4,2022
518,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,3.7277,5.2,7.5,2023
519,08,P,BACK & NECK PROC EXC SPINAL FUSION W CC,1.6805,3.1,4.0,2016
519, 08,SURG,BACK & NECK PROC EXC SPINAL FUSION W CC,1.7165,3.2,4.1,2017
519,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W CC,1.8038,3.2,4.1,2018
519,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W CC,1.8620,3.1,4.0,2019
519,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W CC,1.9087,3.1,4.0,2020
519,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,1.9577,3.2,4.1,2021
519,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,1.9600,3.2,4.1,2022
519,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,1.9993,3.2,4.2,2023
520,08,P,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.1812,1.9,2.3,2016
520, 08,SURG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.2324,1.9,2.3,2017
520,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.2966,1.9,2.4,2018
520,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.3141,1.9,2.3,2019
520,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.3380,1.9,2.3,2020
520,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,1.4174,2.0,2.4,2021
520,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,1.4183,2.0,2.4,2022
520,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,1.4798,2.0,2.5,2023
521,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,3.0634,6.2,7.2,2021
521,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,3.0662,6.2,7.2,2022
521,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,3.0192,6.2,7.3,2023
522,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,2.1891,4.1,4.5,2021
522,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,2.1894,4.1,4.5,2022
522,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,2.1729,4.0,4.5,2023
533,08,M,FRACTURES OF FEMUR W MCC,1.4430,4.5,6.0,2016
533, 08,MED,FRACTURES OF FEMUR W MCC,1.3603,4.3,5.5,2017
533,08,MED,FRACTURES OF FEMUR W MCC,1.438,4.3,5.7,2018
533,08,MED,FRACTURES OF FEMUR W MCC,1.5305,4.2,5.7,2019
533,08,MED,FRACTURES OF FEMUR W MCC,1.4594,4.2,5.5,2020
533,08,MED,FRACTURES OF FEMUR WITH MCC,1.4126,4.0,5.2,2021
533,08,MED,FRACTURES OF FEMUR WITH MCC,1.4162,4.0,5.2,2022
533,08,MED,FRACTURES OF FEMUR WITH MCC,1.4263,4.1,5.4,2023
534,08,M,FRACTURES OF FEMUR W/O MCC,0.7353,2.9,3.5,2016
534, 08,MED,FRACTURES OF FEMUR W/O MCC,0.7605,2.9,3.5,2017
534,08,MED,FRACTURES OF FEMUR W/O MCC,0.7609,2.9,3.5,2018
534,08,MED,FRACTURES OF FEMUR W/O MCC,0.7755,2.9,3.5,2019
534,08,MED,FRACTURES OF FEMUR W/O MCC,0.7778,2.9,3.4,2020
534,08,MED,FRACTURES OF FEMUR WITHOUT MCC,0.7886,2.8,3.4,2021
534,08,MED,FRACTURES OF FEMUR WITHOUT MCC,0.7902,2.8,3.4,2022
534,08,MED,FRACTURES OF FEMUR WITHOUT MCC,0.7959,2.7,3.3,2023
535,08,M,FRACTURES OF HIP & PELVIS W MCC,1.2235,4.0,5.1,2016
535, 08,MED,FRACTURES OF HIP & PELVIS W MCC,1.1927,4.0,5.0,2017
535,08,MED,FRACTURES OF HIP & PELVIS W MCC,1.2568,3.9,5,2018
535,08,MED,FRACTURES OF HIP & PELVIS W MCC,1.2548,3.8,4.9,2019
535,08,MED,FRACTURES OF HIP & PELVIS W MCC,1.2271,3.7,4.7,2020
535,08,MED,FRACTURES OF HIP AND PELVIS WITH MCC,1.2338,3.8,4.7,2021
535,08,MED,FRACTURES OF HIP AND PELVIS WITH MCC,1.2328,3.8,4.7,2022
535,08,MED,FRACTURES OF HIP AND PELVIS WITH MCC,1.2895,3.8,4.9,2023
536,08,M,FRACTURES OF HIP & PELVIS W/O MCC,0.7241,3.0,3.4,2016
536, 08,MED,FRACTURES OF HIP & PELVIS W/O MCC,0.7231,3.0,3.4,2017
536,08,MED,FRACTURES OF HIP & PELVIS W/O MCC,0.7545,3,3.4,2018
536,08,MED,FRACTURES OF HIP & PELVIS W/O MCC,0.7570,2.9,3.4,2019
536,08,MED,FRACTURES OF HIP & PELVIS W/O MCC,0.7585,2.9,3.4,2020
536,08,MED,FRACTURES OF HIP AND PELVIS WITHOUT MCC,0.7716,2.9,3.3,2021
536,08,MED,FRACTURES OF HIP AND PELVIS WITHOUT MCC,0.7717,2.9,3.3,2022
536,08,MED,FRACTURES OF HIP AND PELVIS WITHOUT MCC,0.7771,2.7,3.3,2023
537,08,M,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.9046,3.3,3.9,2016
537, 08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.9216,3.3,4.0,2017
537,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.968,3.3,4.1,2018
537,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.9105,3.1,3.7,2019
537,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.9109,3.3,4.0,2020
537,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",0.9332,3.1,3.7,2021
537,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",0.9354,3.1,3.7,2022
537,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",0.9934,3.1,3.9,2023
538,08,M,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.6282,2.5,2.9,2016
538, 08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.7008,2.5,2.8,2017
538,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.6766,2.5,2.9,2018
538,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.7270,2.5,2.9,2019
538,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.7210,2.5,2.9,2020
538,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",0.7214,2.6,3.1,2021
538,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",0.7232,2.6,3.1,2022
538,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",0.6962,2.3,2.8,2023
539,08,M,OSTEOMYELITIS W MCC,1.8365,6.0,7.8,2016
539, 08,MED,OSTEOMYELITIS W MCC,1.9385,6.1,8.2,2017
539,08,MED,OSTEOMYELITIS W MCC,1.8848,5.9,7.8,2018
539,08,MED,OSTEOMYELITIS W MCC,2.0192,6.1,8.2,2019
539,08,MED,OSTEOMYELITIS W MCC,1.8852,5.8,7.9,2020
539,08,MED,OSTEOMYELITIS WITH MCC,1.9412,5.9,7.9,2021
539,08,MED,OSTEOMYELITIS WITH MCC,1.9477,5.9,7.9,2022
539,08,MED,OSTEOMYELITIS WITH MCC,1.9959,6.2,8.2,2023
540,08,M,OSTEOMYELITIS W CC,1.2832,4.7,5.9,2016
540, 08,MED,OSTEOMYELITIS W CC,1.3142,4.6,5.9,2017
540,08,MED,OSTEOMYELITIS W CC,1.2914,4.5,5.7,2018
540,08,MED,OSTEOMYELITIS W CC,1.2969,4.5,5.7,2019
540,08,MED,OSTEOMYELITIS W CC,1.3000,4.4,5.6,2020
540,08,MED,OSTEOMYELITIS WITH CC,1.2953,4.3,5.7,2021
540,08,MED,OSTEOMYELITIS WITH CC,1.3016,4.3,5.7,2022
540,08,MED,OSTEOMYELITIS WITH CC,1.3466,4.4,5.7,2023
541,08,M,OSTEOMYELITIS W/O CC/MCC,0.9098,3.4,4.3,2016
541, 08,MED,OSTEOMYELITIS W/O CC/MCC,0.9634,3.6,4.6,2017
541,08,MED,OSTEOMYELITIS W/O CC/MCC,0.9451,3.3,4.3,2018
541,08,MED,OSTEOMYELITIS W/O CC/MCC,0.8827,3.2,4.0,2019
541,08,MED,OSTEOMYELITIS W/O CC/MCC,0.9067,3.2,4.1,2020
541,08,MED,OSTEOMYELITIS WITHOUT CC/MCC,0.8406,3.1,3.9,2021
541,08,MED,OSTEOMYELITIS WITHOUT CC/MCC,0.8432,3.1,3.9,2022
541,08,MED,OSTEOMYELITIS WITHOUT CC/MCC,0.8180,2.9,3.6,2023
542,08,M,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,1.9100,5.7,7.5,2016
542, 08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,1.8446,5.5,7.4,2017
542,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,1.8104,5.3,7,2018
542,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,1.8253,5.2,6.9,2019
542,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,1.8248,5.1,6.7,2020
542,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,1.8053,5.0,6.7,2021
542,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,1.8092,5.0,6.7,2022
542,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,1.8280,5.1,6.8,2023
543,08,M,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.1171,4.0,5.0,2016
543, 08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.1054,3.9,4.9,2017
543,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.0798,3.7,4.6,2018
543,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.0725,3.7,4.6,2019
543,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.0563,3.6,4.4,2020
543,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,1.0433,3.5,4.3,2021
543,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,1.0452,3.5,4.3,2022
543,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,1.0890,3.4,4.5,2023
544,08,M,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.7805,3.1,3.5,2016
544, 08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.7749,3.0,3.5,2017
544,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.7758,3,3.4,2018
544,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.7984,2.8,3.3,2019
544,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.7584,2.8,3.2,2020
544,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,0.7762,2.8,3.2,2021
544,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,0.7777,2.8,3.2,2022
544,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,0.7781,2.6,3.1,2023
545,08,M,CONNECTIVE TISSUE DISORDERS W MCC,2.4409,5.9,8.3,2016
545, 08,MED,CONNECTIVE TISSUE DISORDERS W MCC,2.4500,5.9,8.4,2017
545,08,MED,CONNECTIVE TISSUE DISORDERS W MCC,2.3634,5.8,8.1,2018
545,08,MED,CONNECTIVE TISSUE DISORDERS W MCC,2.4791,5.6,8.0,2019
545,08,MED,CONNECTIVE TISSUE DISORDERS W MCC,2.5280,5.7,8.0,2020
545,08,MED,CONNECTIVE TISSUE DISORDERS WITH MCC,2.4995,5.5,7.9,2021
545,08,MED,CONNECTIVE TISSUE DISORDERS WITH MCC,2.5031,5.5,7.9,2022
545,08,MED,CONNECTIVE TISSUE DISORDERS WITH MCC,2.5086,5.6,8.1,2023
546,08,M,CONNECTIVE TISSUE DISORDERS W CC,1.1645,3.8,4.8,2016
546, 08,MED,CONNECTIVE TISSUE DISORDERS W CC,1.1350,3.7,4.7,2017
546,08,MED,CONNECTIVE TISSUE DISORDERS W CC,1.1268,3.6,4.6,2018
546,08,MED,CONNECTIVE TISSUE DISORDERS W CC,1.2144,3.6,4.6,2019
546,08,MED,CONNECTIVE TISSUE DISORDERS W CC,1.2034,3.4,4.4,2020
546,08,MED,CONNECTIVE TISSUE DISORDERS WITH CC,1.2066,3.5,4.5,2021
546,08,MED,CONNECTIVE TISSUE DISORDERS WITH CC,1.2080,3.5,4.5,2022
546,08,MED,CONNECTIVE TISSUE DISORDERS WITH CC,1.2056,3.4,4.4,2023
547,08,M,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.7882,2.7,3.3,2016
547, 08,MED,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.7963,2.7,3.2,2017
547,08,MED,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.8152,2.6,3.2,2018
547,08,MED,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.8576,2.7,3.3,2019
547,08,MED,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.8101,2.5,3.0,2020
547,08,MED,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,0.8330,2.5,3.1,2021
547,08,MED,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,0.8336,2.5,3.1,2022
547,08,MED,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,0.9148,2.6,3.1,2023
548,08,M,SEPTIC ARTHRITIS W MCC,1.8733,6.0,7.4,2016
548, 08,MED,SEPTIC ARTHRITIS W MCC,1.8497,5.7,7.3,2017
548,08,MED,SEPTIC ARTHRITIS W MCC,2.0384,6,7.9,2018
548,08,MED,SEPTIC ARTHRITIS W MCC,2.0672,6.1,7.8,2019
548,08,MED,SEPTIC ARTHRITIS W MCC,1.9833,6.0,8.1,2020
548,08,MED,SEPTIC ARTHRITIS WITH MCC,2.0296,5.7,7.7,2021
548,08,MED,SEPTIC ARTHRITIS WITH MCC,2.0508,5.7,7.8,2022
548,08,MED,SEPTIC ARTHRITIS WITH MCC,1.9399,5.8,7.5,2023
549,08,M,SEPTIC ARTHRITIS W CC,1.1824,4.2,5.3,2016
549, 08,MED,SEPTIC ARTHRITIS W CC,1.1534,4.1,5.1,2017
549,08,MED,SEPTIC ARTHRITIS W CC,1.1946,4.1,5,2018
549,08,MED,SEPTIC ARTHRITIS W CC,1.2442,4.1,5.1,2019
549,08,MED,SEPTIC ARTHRITIS W CC,1.1931,4.1,5.0,2020
549,08,MED,SEPTIC ARTHRITIS WITH CC,1.2469,4.0,5.2,2021
549,08,MED,SEPTIC ARTHRITIS WITH CC,1.2499,4.0,5.2,2022
549,08,MED,SEPTIC ARTHRITIS WITH CC,1.2117,4.0,5.1,2023
550,08,M,SEPTIC ARTHRITIS W/O CC/MCC,0.8129,2.9,3.6,2016
550, 08,MED,SEPTIC ARTHRITIS W/O CC/MCC,0.8738,3.0,3.8,2017
550,08,MED,SEPTIC ARTHRITIS W/O CC/MCC,0.9006,3,3.6,2018
550,08,MED,SEPTIC ARTHRITIS W/O CC/MCC,0.9238,3.0,3.6,2019
550,08,MED,SEPTIC ARTHRITIS W/O CC/MCC,0.8640,2.8,3.4,2020
550,08,MED,SEPTIC ARTHRITIS WITHOUT CC/MCC,0.8827,3.0,3.5,2021
550,08,MED,SEPTIC ARTHRITIS WITHOUT CC/MCC,0.8789,3.0,3.5,2022
550,08,MED,SEPTIC ARTHRITIS WITHOUT CC/MCC,1.0483,2.8,3.6,2023
551,08,M,MEDICAL BACK PROBLEMS W MCC,1.5573,4.6,5.9,2016
551, 08,MED,MEDICAL BACK PROBLEMS W MCC,1.5613,4.6,6.0,2017
551,08,MED,MEDICAL BACK PROBLEMS W MCC,1.5533,4.5,5.8,2018
551,08,MED,MEDICAL BACK PROBLEMS W MCC,1.5916,4.4,5.7,2019
551,08,MED,MEDICAL BACK PROBLEMS W MCC,1.5894,4.4,5.6,2020
551,08,MED,MEDICAL BACK PROBLEMS WITH MCC,1.6231,4.3,5.7,2021
551,08,MED,MEDICAL BACK PROBLEMS WITH MCC,1.6274,4.3,5.7,2022
551,08,MED,MEDICAL BACK PROBLEMS WITH MCC,1.6734,4.4,5.9,2023
552,08,M,MEDICAL BACK PROBLEMS W/O MCC,0.8648,3.1,3.7,2016
552, 08,MED,MEDICAL BACK PROBLEMS W/O MCC,0.8719,3.1,3.7,2017
552,08,MED,MEDICAL BACK PROBLEMS W/O MCC,0.8938,3,3.7,2018
552,08,MED,MEDICAL BACK PROBLEMS W/O MCC,0.9010,3.0,3.6,2019
552,08,MED,MEDICAL BACK PROBLEMS W/O MCC,0.9119,2.9,3.5,2020
552,08,MED,MEDICAL BACK PROBLEMS WITHOUT MCC,0.9420,2.9,3.6,2021
552,08,MED,MEDICAL BACK PROBLEMS WITHOUT MCC,0.9434,2.9,3.6,2022
552,08,MED,MEDICAL BACK PROBLEMS WITHOUT MCC,0.9605,2.8,3.5,2023
553,08,M,BONE DISEASES & ARTHROPATHIES W MCC,1.2287,4.1,5.3,2016
553, 08,MED,BONE DISEASES & ARTHROPATHIES W MCC,1.2043,4.1,5.2,2017
553,08,MED,BONE DISEASES & ARTHROPATHIES W MCC,1.2891,4,5.2,2018
553,08,MED,BONE DISEASES & ARTHROPATHIES W MCC,1.2376,3.9,5.0,2019
553,08,MED,BONE DISEASES & ARTHROPATHIES W MCC,1.2855,3.8,4.9,2020
553,08,MED,BONE DISEASES AND ARTHROPATHIES WITH MCC,1.2683,3.9,5.0,2021
553,08,MED,BONE DISEASES AND ARTHROPATHIES WITH MCC,1.2715,3.9,5.0,2022
553,08,MED,BONE DISEASES AND ARTHROPATHIES WITH MCC,1.3259,4.0,5.4,2023
554,08,M,BONE DISEASES & ARTHROPATHIES W/O MCC,0.7337,2.8,3.4,2016
554, 08,MED,BONE DISEASES & ARTHROPATHIES W/O MCC,0.7291,2.8,3.4,2017
554,08,MED,BONE DISEASES & ARTHROPATHIES W/O MCC,0.7516,2.8,3.4,2018
554,08,MED,BONE DISEASES & ARTHROPATHIES W/O MCC,0.7569,2.8,3.4,2019
554,08,MED,BONE DISEASES & ARTHROPATHIES W/O MCC,0.7872,2.8,3.3,2020
554,08,MED,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,0.7904,2.8,3.3,2021
554,08,MED,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,0.7925,2.8,3.3,2022
554,08,MED,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,0.8202,2.7,3.4,2023
555,08,M,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.2656,3.7,5.0,2016
555, 08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.2689,3.8,5.0,2017
555,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.2719,3.8,5.1,2018
555,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.2792,3.7,5.0,2019
555,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.3153,3.7,5.0,2020
555,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,1.3628,3.8,5.0,2021
555,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,1.3685,3.8,5.1,2022
555,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,1.3312,3.7,5.0,2023
556,08,M,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.7440,2.6,3.2,2016
556, 08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.7433,2.6,3.2,2017
556,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.779,2.7,3.4,2018
556,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.7677,2.7,3.3,2019
556,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.7918,2.6,3.3,2020
556,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,0.8063,2.6,3.2,2021
556,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,0.8087,2.6,3.2,2022
556,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,0.8080,2.5,3.1,2023
557,08,M,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.4295,4.8,6.0,2016
557, 08,MED,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.3730,4.8,5.9,2017
557,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.4432,4.6,5.7,2018
557,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.4324,4.6,5.7,2019
557,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.4582,4.6,5.9,2020
557,08,MED,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",1.3939,4.6,5.8,2021
557,08,MED,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",1.3991,4.6,5.8,2022
