MS_DRG_TYPE,MS_DRG_CAT,MS_DRG_CAT_DESC,MS_DRG_GRP,MS_DRG_GRP_DESC,MS_DRG,MS_DRG_DESC,BUNDLE_NAME,Weights,Geometric_mean_LOS,Arithmetic_mean_LOS,VERSION,EFFECTIVE_DATE,TERMINATION_DATE,BPCIA,CJ_PERINATAL,KCC,PPI_IP_PROC,PPI_IOP_PROC,PPI_IOP_MJRLE,PPI_OP_PROC,PPI_PR_PROC,PPI_IP_MED,PPI_CH_MED,PPI_AC_MED,PPI_CHEMO,PPI_PERINATAL
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,228,OTHER CARDIOTHORACIC PROCEDURES,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,Other cardiovascular procedure,4.5842,3.6,4.8,,,,, ,,P21,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,228,OTHER CARDIOTHORACIC PROCEDURES,230,OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,Other cardiovascular procedure,,,,V33,,10/1/2016,, ,,P21,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,231,CORONARY BYPASS W PTCA,231,CORONARY BYPASS WITH PTCA WITH MCC,Coronary artery bypass graft,8.1123,10.2,12,,,,C, ,,P19,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,231,CORONARY BYPASS W PTCA,232,CORONARY BYPASS WITH PTCA WITHOUT MCC,Coronary artery bypass graft,5.8404,7.7,8.5,,,,C, ,,P19,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,233,CORONARY BYPASS W CARDIAC CATH,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,Coronary artery bypass graft,7.3436,11.5,12.9,,,,C, ,,P19,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,233,CORONARY BYPASS W CARDIAC CATH,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,Coronary artery bypass graft,5.0566,8.1,8.7,,,,C, ,,P19,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,235,CORONARY BYPASS W/O CARDIAC CATH,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,Coronary artery bypass graft,5.7786,8.8,10.1,,,,C, ,,P19,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,235,CORONARY BYPASS W/O CARDIAC CATH,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,Coronary artery bypass graft,3.8838,6,6.5,,,,C, ,,P19,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,237,MAJOR CARDIOVASC PROCEDURES,237,MAJOR CARDIOVASC PROCEDURES W MCC,Other major cardiovascular procedures,,,,V33,,10/1/2016,, ,,P22,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,237,MAJOR CARDIOVASC PROCEDURES,238,MAJOR CARDIOVASC PROCEDURES W/O MCC,Other major cardiovascular procedures,,,,V33,,10/1/2016,, ,,P22,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,Amputation,4.6456,10.2,13,,,,, ,,P47,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,Amputation,2.6669,6.9,8.4,,,,, ,,P47,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,Amputation,1.4774,4.3,5.1,,,,, ,,P47,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,242,PERMANENT CARDIAC PACEMAKER IMPLANT,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,Implatation of permanent pacemaker/defibrillator/AICD,3.7055,5.5,7,,,,R, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,242,PERMANENT CARDIAC PACEMAKER IMPLANT,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,Implatation of permanent pacemaker/defibrillator/AICD,2.6088,3.4,4.2,,,,R, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,242,PERMANENT CARDIAC PACEMAKER IMPLANT,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,Implatation of permanent pacemaker/defibrillator/AICD,2.1395,2.4,2.8,,,,R, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,245,AICD GENERATOR PROCEDURES,245,AICD GENERATOR PROCEDURES,Implatation of permanent pacemaker/defibrillator/AICD,5.4524,4.5,6.4,,,,, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,246,PERC CARDIOVASC PROC W DRUG-ELUTING STENT,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,Percutaneous coronary intervention,3.2103,4.2,5.5,,,,P, ,,,P25,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,246,PERC CARDIOVASC PROC W DRUG-ELUTING STENT,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,Percutaneous coronary intervention,2.1156,2.2,2.6,,,,P, ,,,P25,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,248,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,Percutaneous coronary intervention,3.0476,4.8,6.3,,,,P, ,,,P25,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,248,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,Percutaneous coronary intervention,1.9567,2.5,3,,,,P, ,,,P25,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,250,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,Percutaneous coronary intervention,2.5059,4,5.3,,,,P, ,,,P25,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,250,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,Percutaneous coronary intervention,1.6627,2.3,2.7,,,,P, ,,,P25,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,252,OTHER VASCULAR PROCEDURES,252,OTHER VASCULAR PROCEDURES WITH MCC,Other vascular procedures,3.2334,5.4,7.6,,,,, ,,P23,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,252,OTHER VASCULAR PROCEDURES,253,OTHER VASCULAR PROCEDURES WITH CC,Other vascular procedures,2.535,4.2,5.5,,,,, ,,P23,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,252,OTHER VASCULAR PROCEDURES,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,Other vascular procedures,1.8127,2.3,2.9,,,,, ,,P23,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,255,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,Amputation,2.5153,6.6,8.3,,,,, ,,P47,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,255,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,Amputation,1.7431,5.3,6.3,,,,, ,,P47,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,255,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS,257,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,Amputation,1.1259,3.4,4.1,,,,, ,,P47,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,258,CARDIAC PACEMAKER DEVICE REPLACEMENT,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,Pacemaker device replacement or revision,3.0814,4.9,6.4,,,,, ,,,P24,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,258,CARDIAC PACEMAKER DEVICE REPLACEMENT,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,Pacemaker device replacement or revision,2.0869,2.8,3.5,,,,, ,,,P24,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,Pacemaker device replacement or revision,3.5875,6.9,9.3,,,,, ,,,P24,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,Pacemaker device replacement or revision,1.9381,3.3,4.2,,,,, ,,,P24,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,Pacemaker device replacement or revision,1.651,2.4,2.8,,,,, ,,,P24,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,263,VEIN LIGATION & STRIPPING,263,VEIN LIGATION AND STRIPPING,Other vascular procedures,2.3369,4.4,6.1,,,,, ,,P23,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,Other cardiovascular procedure,3.2177,6.7,9.3,,,,, ,,P21,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,265,AICD LEAD PROCEDURES,265,AICD LEAD PROCEDURES,Implatation of permanent pacemaker/defibrillator/AICD,3.3378,3.7,5,,,,, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,Cardiac valve surgery,7.7525,5,7.2,,,,j, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,Cardiac valve surgery,6.1066,2.9,3.5,,,,j, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,Aortic and heart assist procedures except for pulsation balloon,6.5268,6.6,9.6,,,,, ,,P17,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,Aortic and heart assist procedures except for pulsation balloon,4.1556,1.8,2.5,,,,, ,,P17,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,Other major cardiovascular procedures,4.9411,6.5,9.5,,,,, ,,P22,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,Other major cardiovascular procedures,3.3836,4.4,5.8,,,,, ,,P22,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,Other major cardiovascular procedures,2.4538,2.2,2.8,,,,, ,,P22,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,273,PERCUTANEOUS INTRACARDIAC PROCEDURES,273,PERCUTANEOUS INTRACARDIAC PROCEDURES WITH MCC,Percutaneous coronary intervention,3.5791,5.7,7.7,,,,, ,,,P25,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,274,PERCUTANEOUS INTRACARDIAC PROCEDURES,274,PERCUTANEOUS INTRACARDIAC PROCEDURES WITHOUT MCC,Percutaneous coronary intervention,2.7684,2.3,3,,,,, ,,,P25,,A,,,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",Acute myocardial infarction,1.6577,4.3,5.5,,,,A,,,,,,,,M029,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",Acute myocardial infarction,0.9848,2.7,3.4,,,,A,,,,,,,,M029,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE",282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",Acute myocardial infarction,0.7586,1.9,2.3,,,,A,,,,,,,,M029,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED",283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",Acute myocardial infarction,1.7572,3,4.8,,,,,,,,,,,,,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED",284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",Acute myocardial infarction,0.7871,1.7,2.4,,,,,,,,,,,,,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED",285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",Acute myocardial infarction,0.5533,1.3,1.4,,,,,,,,,,,,,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATETERIZATION WITH MCC","Circulatory disorders except ami, w card cath",2.2282,5.3,7.1,,,,,,,,,,,,M030,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATETERIZATION WITHOUT MCC","Circulatory disorders except ami, w card cath",1.175,2.5,3.3,,,,,,,,,,,,M030,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,288,ACUTE & SUBACUTE ENDOCARDITIS,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,Other circulatory system diagnoses,2.7081,7.3,9.6,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,288,ACUTE & SUBACUTE ENDOCARDITIS,289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,Other circulatory system diagnoses,1.6946,5.4,6.7,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,288,ACUTE & SUBACUTE ENDOCARDITIS,290,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,Other circulatory system diagnoses,1.0906,3.9,4.6,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,291,HEART FAILURE & SHOCK,291,HEART FAILURE AND SHOCK WITH MCC,Congestive heart failure,1.4759,4.5,5.7,,,,G,,,,,,,,M032,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,291,HEART FAILURE & SHOCK,292,HEART FAILURE AND SHOCK WITH CC,Congestive heart failure,0.9588,3.5,4.2,,,,G,,,,,,,,M032,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,291,HEART FAILURE & SHOCK,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,Congestive heart failure,0.6736,2.5,3,,,,G,,,,,,,,M032,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,294,DEEP VEIN THROMBOPHLEBITIS,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC,Other circulatory system diagnoses,1.0213,3.6,4.5,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,294,DEEP VEIN THROMBOPHLEBITIS,295,DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC,Other circulatory system diagnoses,0.7855,3,3.6,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,296,"CARDIAC ARREST, UNEXPLAINED",296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",Other circulatory system diagnoses,1.4903,2,3.1,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,296,"CARDIAC ARREST, UNEXPLAINED",297,"CARDIAC ARREST, UNEXPLAINED WITH CC",Other circulatory system diagnoses,0.6569,1.3,1.6,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,296,"CARDIAC ARREST, UNEXPLAINED",298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",Other circulatory system diagnoses,0.485,1.1,1.2,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,299,PERIPHERAL VASCULAR DISORDERS,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,Peripheral vascular disorders,1.4112,4,5.3,,,,,,,,,,,,M033,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,299,PERIPHERAL VASCULAR DISORDERS,300,PERIPHERAL VASCULAR DISORDERS WITH CC,Peripheral vascular disorders,1.0184,3.3,4.2,,,,,,,,,,,,M033,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,299,PERIPHERAL VASCULAR DISORDERS,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,Peripheral vascular disorders,0.7251,2.4,3,,,,,,,,,,,,M033,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,302,ATHEROSCLEROSIS,302,ATHEROSCLEROSIS WITH MCC,Atherosclerosis,1.0727,2.8,3.9,,,,,,,,,,,,M034,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,302,ATHEROSCLEROSIS,303,ATHEROSCLEROSIS WITHOUT MCC,Atherosclerosis,0.663,1.9,2.3,,,,,,,,,,,,M034,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,304,HYPERTENSION,304,HYPERTENSION WITH MCC,Hypertension,1.0484,3.1,4.1,,,,,,,,,,,,M035,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,304,HYPERTENSION,305,HYPERTENSION WITHOUT MCC,Hypertension,0.6916,2.1,2.6,,,,,,,,,,,,M035,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,306,CARDIAC CONGENITAL & VALVULAR DISORDERS,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,Cardiac congenital & valvular disorders,1.3621,3.8,5.1,,,,,,,,,,,,M036,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,306,CARDIAC CONGENITAL & VALVULAR DISORDERS,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,Cardiac congenital & valvular disorders,0.8274,2.5,3.1,,,,,,,,,,,,M036,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,Cardiac arrhythmia,1.1885,3.6,4.6,,,,D,,,,,,,,M037,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,Cardiac arrhythmia,0.772,2.5,3.1,,,,D,,,,,,,,M037,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,Cardiac arrhythmia,0.5625,1.9,2.3,,,,D,,,,,,,,M037,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,311,ANGINA PECTORIS,311,ANGINA PECTORIS,Angina pectoris,0.6793,1.9,2.4,,,,,,,,,,,,M038,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,312,SYNCOPE & COLLAPSE,312,SYNCOPE AND COLLAPSE,Syncope & collapse,0.7965,2.4,2.9,,,,,,,,,,,,M039,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,313,CHEST PAIN,313,CHEST PAIN,Chest pain,0.7024,1.8,2.2,,,,,,,,,,,,M040,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,314,OTHER CIRCULATORY SYSTEM DIAGNOSES,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,Other circulatory system diagnoses,1.9582,4.8,6.5,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,314,OTHER CIRCULATORY SYSTEM DIAGNOSES,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,Other circulatory system diagnoses,0.9658,2.9,3.7,,,,,,,,,,,,M031,,,,
M,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,314,OTHER CIRCULATORY SYSTEM DIAGNOSES,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,Other circulatory system diagnoses,0.7401,2,2.5,,,,,,,,,,,,M031,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,Other cardiovascular procedure,,,,V37,,,, ,,P21,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES,320,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC,Other cardiovascular procedure,,,,V37,,,, ,,P21,,,A,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,326,"STOMACH, ESOPHAGEAL & DUODENAL PROC",326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC","Stomach, esophageal & duodenal proc",4.5478,8.8,12,,,,, ,,,P39,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,326,"STOMACH, ESOPHAGEAL & DUODENAL PROC",327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC","Stomach, esophageal & duodenal proc",2.1162,4.6,6,,,,, ,,,P39,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,326,"STOMACH, ESOPHAGEAL & DUODENAL PROC",328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC","Stomach, esophageal & duodenal proc",1.5044,2.4,3,,,,, ,,,P39,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,329,MAJOR SMALL & LARGE BOWEL PROCEDURES,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,Major bowel procedure,4.9133,10.8,13.5,,,,H, ,,P34,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,329,MAJOR SMALL & LARGE BOWEL PROCEDURES,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,Major bowel procedure,2.4689,6.3,7.5,,,,H, ,,P34,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,329,MAJOR SMALL & LARGE BOWEL PROCEDURES,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,Major bowel procedure,1.6758,3.8,4.3,,,,H, ,,P34,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,332,RECTAL RESECTION,332,RECTAL RESECTION WITH MCC,Other digestive system procedures,3.82136,7.7,9.6,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,332,RECTAL RESECTION,333,RECTAL RESECTION WITH CC,Other digestive system procedures,1.99248,4.4,5.5,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,332,RECTAL RESECTION,334,RECTAL RESECTION WITHOUT CC/MCC,Other digestive system procedures,1.2969,2.5,3.1,,,,, ,,P35,,,B,,,,,,
P,6,DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM,335,PERITONEAL ADHESIOLYSIS,335,PERITONEAL ADHESIOLYSIS WITH MCC,Peritoneal adhesiolysis,4.0938,10.3,12.5,,,,, ,,P36,,,B,,,,,,
